alcaldia,title,price,location,description,bedrooms,bathrooms,area
Azcapotzalco,Departamento en Venta en San Juan Tlihuaca,4300000.0,"San Juan Tlihuaca, Azcapotzalco, Ciudad de México","Construcción:115 m2
Roof Garden privado: 40 m2
Planta Baja : 3 habitaciones (con persianas black out), 2 baños ( canceles con vidrio templado ), cocina, sala-comedor ( balcón ), closets, área de lavado.
Planta Alta: 1 Recámara con baño , sala de TV y Roof Garden.
2 estacionamientos en Tándem.
Mantenimiento: 1,500.00 pesos.
Áreas comunes: Gimnasio, dos jardines.
Acceso a cada piso es con huella dactilar.
Seguridad 24 horas.
Extraordinaria ubicación: Calzada las Armas y calzada San Isidro.",4.0,3.0,155.0
Azcapotzalco,Departamento en Venta en Nextengo,4500000.0,"Nextengo, Azcapotzalco, Ciudad de México","Se vende precioso departamento para estrenar, de 103m2 que cuenta con 2 recámaras, la principal con closet y baño y la segunda con clósets y el baño afuera, área de sala y comedor con salida a una pequeña terraza, cocina y área de la vado. 

Además cuenta con 1 lugar de estacionamiento, 1 bodega, y un roof garden privado en el último piso de 16.78m2.

El departamento tiene vista interior, y tiene mucha luz.

El Residencial cuenta con un roof Garden común, salón de usos múltiples con baño y cocineta, área de asador, jardín de pasto artificial y ludoteca. Además de tener una fachada catalogada y de encontrarse muy cerca del parque bicentenario. EasyBroker ID: EB-KX6706",2.0,2.0,103.0
Azcapotzalco,Departamento en Venta en Nextengo,5000000.0,"Nextengo, Azcapotzalco, Ciudad de México","Se vende departamento para estrenar, de 120 m2 que cuenta con 2 recámaras, la principal con closet y baño y la segunda con clóset y el baño afuera, área de sala y comedor con salida a una pequeña terraza, cocina y área de la vado.
 Además cuenta con un roof garden privado en el último piso, y 1 lugar de estacionamiento.

El departamento tiene mucha luz y una gran orientación.

El Residencial cuenta con un roof Garden común, salón de usos múltiples con baño y cocineta, área de asador, jardín de pasto artificial y ludoteca. Además de tener una fachada catalogada y de encontrarse muy cerca del parque bicentenario. EasyBroker ID: EB-JR6314",2.0,2.0,120.0
Azcapotzalco,Departamento en Venta en Los Reyes,3299820.0,"Los Reyes, Azcapotzalco, Ciudad de México","Desarrollo de 63 departamentos en 3 torres y uno pequeño de 3 niveles, Increíbles espacios,
terminamos preventa de la  torre A y B, nos quedan disponibles en la torre CyD.


Sólo un departamento en 4 nivel torre C $3,267,320
  PH disponibles 5to nivel con Roof Garden Privado en torre B.C.D
Todos con 1 estacionamiento, Precios desde $4,560,975  y lhasta $4,618,255
Entrega inmediata

Todos los del PH en 5 nivel son PH son de , 134.85m totales, 104.11m  habitables, balcón de 6.92m,  con sala de TV, cuarto de lavado y roof garden privado de 23.82m 

Bodegas disponibles 

¡¡Contamos con departamento muestra!!!. EasyBroker ID: EB-ER7714",3.0,2.0,85.0
Azcapotzalco,Departamento en Venta en San Sebastián,1680000.0,"San Sebastián, Azcapotzalco, Ciudad de México","Distribución:
2 RECÁMARAS
1 BAÑO
SALA-COMEDOR
COCINA ABIERTA
AREA DE LAVADO
UN LUGAR DE ESTACIONAMIENTOS
 
Características:
Construcción: 50 M2 
Nivel: 4to
Estacionamientos: 1
Se Aceptan Mascotas: SI

Estatus Jurídico: LIBRE DE GRAVAMEN

Servicios de la Zona: TODOS LOS DE LA CIUDAD

Centros de interés:
0.8 KM CECYT 8 
1.0 KM MERCADO PANTACO
1.2 KM ESIME AZCAPOTZALCO
1.6 KM JUNTA FEDERAL DE CONCILIACION Y ARBITRAJE
1.6 KM ALCALDIA AZCAPOTZALCO
1.6 KM ESTACION FORTUNA SUBURBANO
1.8 SORIANA HIPER CUITLAHUAC
1.9 KM NISSAN CUITLAHUAC
2 KM CENTRO DE AZCAPOTZALCO",2.0,1.0,50.0
Azcapotzalco,Departamento en Venta en San Pedro Xalpa,3738777.0,"San Pedro Xalpa, Azcapotzalco, Ciudad de México","MLS #24-4255
Estancia con balcon, comedor, cocina integral con cubierta de granito y barra desayunadora, despensa, 1 area de servicio con lavadero y calentador automático, 1 dormitorio principal con balcon, closet y baño completo, 1 dormitorio secundario con closet, 1 dormitorio secundario con balcón y closet,1 baño completo que sirve a los dormitorios secundarios y al área social y 1 closet e blancos
            
        

Estacionamiento para 2 vehículos compartido con vecino en fila de 3.

Ubicado dentro de una torre de 12 pisos con 43 departamentos en total, hay 3 departamentos en el mismo piso, se encuentra dentro de un condominio de 3 torres para un total de 165 departamentos, cada torre cuenta con dos elevadores y el condominio con caseta de vigilancia 24/7.

Lobby, Plaza verde, Gimnasio, Co-Working, Ludoteca, Salón de usos múltiples, juegos infantiles, salón de jóvenes, Asadores y zona WiFi, Pet Zone, Cancha deportiva.

Sistemas inteligentes: Sensores de luminosos, dispositivos ahorradores de agua y luz, zona wifi.

Sitios de interés cercanos: Escuelas, bancos, parques, mercados, deportivos, restaurantes, supermercados, transporte público, parques.

Entrega inmediata. Agenda tu cita y ven a conocerlo pronto, citas con 24 horas de anticipación.

***DATOS ADICIONALES***

- Precio y disponibilidad sujeto a cambios sin previo aviso. No se incluyen gastos de escritura.

- Las fotos e ilustraciones mostradas son de referencia, corresponden al render o inmueble muestra y brindan una vista previa de lo que puedes esperar en los acabados, las dimensiones también pueden ser aproximadas.",3.0,2.0,67.0
Azcapotzalco,Casa en Venta en Un Hogar Para Cada Trabajador,7200000.0,"Un Hogar Para Cada Trabajador, Azcapotzalco, Ciudad de México","Casa para usarse como casa u oficina con ubicación en el Norte de la ciudad. Cuenta con 3 recámaras o espacios con baño, otros 4 espacios abiertos con buena iluminación. Además hay un área para recepción, cuenta con 2 bodegas pequeñas y espacio de cuarto de servicio y lavado que podrían adecuarse según las necesidades. Cuenta con uso de suelo mixto. El portón es eléctrico y cuenta con un agradable jardín.",3.0,3.0,311.0
Azcapotzalco,Departamento en Venta en Azcapotzalco Centro,5617425.0,"Azcapotzalco Centro, Azcapotzalco, Ciudad de México","Planta Alta: Estancia y comedor con balcón, cocina integral con cubierta de granito y barra desayunadora, 1 area de servicio con lavadero y calentador automático, 1 dormitorio principal con balcón, closet y baño completo. Planta Baja: 2 dormitorios secundarios con vestidor, balcón y baño completo, 1 estancia y 1 área de estudio. 2 cajones de estacionamiento compartido.

Lobby, Plaza verde, Gimnasio, Ludoteca, Salón de usos múltiples, juegos infantiles, salón de jóvenes, Asadores, CCTV y zonas WiFi, Pet Zone, Elevador, Cancha deportiva

Sistemas inteligentes: Sensores de iluminación, dispositivos ahorradores de agua e internet inalámbrico en plaza central

¡Entrega inmediata, agenda tu cita y ven a conocerlo pronto!

***DATOS ADICIONALES***
- Precio y disponibilidad están sujetos a cambios sin previo aviso. No se incluyen gastos de escritura
- Las imágenes mostradas son de referencia, corresponden al inmueble muestra y brindan una vista previa de lo que puedes esperar en los acabados, las dimensiones tambien pueden ser aproximadas.",3.0,3.0,143.0
Azcapotzalco,Departamento en Venta en Los Reyes,3267320.0,"Los Reyes, Azcapotzalco, Ciudad de México","Excelente departamento en Azcapotzalco.
Departamento de 85m² 
Precio Venta $3,267,320
Mantenimiento mensual $1,500

El departamento cuenta con:
2 recámaras
2 y ½  baños
A estrenar
Balcón
Área de juegos
Área de lavado
Cuenta con vigilancia 24/7

Departamento nuevo, muy cómodo con excelentes acabados, amplios espacios y muy buena distribución. Las recámaras son muy amplias, la principal con una hermosa escuadra de cristal lo que le da amplitud, luz y ventilación a la recámara, además cuenta con baño independiente. La segunda recámara cuenta con su baño completo y hay un medio baño para el área social y las visitas. Tiene opción para una tercera recámara, estudio o cuarto de TV, dependiendo de las necesidades.

Los pisos son de porcelanato, la cocina tiene cubierta de granito, con horno y estufa nuevas. Tiene un balcón de 7 m2 lo que le da mucha luz y ventilación al departamento. Con opción a una pequeña tercera recámara o estudio lo que hace muy funcional el departamento. Tiene interfón, portón eléctrico, puertas de madera, gas natural, área de lavado con ventilación natural y todo en 85m2.

El conjunto cuenta con portón de herrería, área para bañar a tu mascota, área de juegos y, como el conjunto es cerrado, los niños pueden salir a jugar.

¡Vive en el lugar de tus sueños! 

Contacto Bi Group
551374----",2.0,2.0,85.0
Azcapotzalco,Casa en Venta en Clavería,5500000.0,"Clavería, Azcapotzalco, Ciudad de México","Casa en Venta a una cuadra de glorieta Claveria, cerca del Parque de la China, mercado Claveria, a 10min de Parque Bicentenario y metro Refineria  

Casa en buen estado y en funcionamiento, se puede actualizar.

En Planta Baja, garage para un auto. Acceso a estancia o recibidor con vista a la calle, comedor y sala de televisión o segunda estancia con vista al patio posterior. 

Cocina cerrada con espacio  para desayunador. 

Acceso a patio y cuarto de servicio con baño. 

En segundo nivel 3 habitaciones, 2 con closet y baño completo de buen tamaño.

Salída a terraza con vista a patio. 

Funcional y cómoda. Ideal para pareja o familia pequeña. 

Si te gusta vivir en la CdMx, la col.  Claveria es una excelente opción ya que tiene rápida víasde comunicación  por Aquiles Serán y Eje 3 Camarones. EasyBroker ID: EB-PU1499",3.0,3.0,185.0
Azcapotzalco,Departamento en Venta en Del Gas,2990000.0,"Del Gas, Azcapotzalco, Ciudad de México","Si quieres invertir, este departamento es tu oportunidad ya que cuenta con inquilino serio y formal.  
Más de 5,000 m2 de amenidades. Departamento a 15 min. De Polanco. 
63 m2
2 recámaras
2 baños
área de lavado
1 estacionamiento 

El proyecto es de 4 torres, actualmente hay 2 y en este año empiezan obra de las siguientes.

Ven a conocerlo!!. EasyBroker ID: EB-PW7105",2.0,2.0,63.0
Azcapotzalco,Departamento en Venta en Obrero Popular,2272000.0,"Obrero Popular, Azcapotzalco, Ciudad de México","Departamento en fraccionamiento con una superficie de 59m2.
* 2 recamaras con closet
* Sala-comedor
* Cocina integral
* Baño completo
* Patio de servicio
* Lugar de estacionamiento
El fraccionamiento cuenta con seguridad las 24 hrs, accesos controlados y se encuentra a unas calles de Eje 3 Camarones. EasyBroker ID: EB-QT8564",2.0,1.0,59.0
Azcapotzalco,Departamento en Venta en Sindicato Mexicano de Electricistas,4700000.0,"Sindicato Mexicano de Electricistas, Azcapotzalco, Ciudad de México","La Colonia Un Hogar Para Cada Trabajador es una de las más buscadas para comprar un hogar por su alto crecimiento y desarrollo urbano, conoce tu nuevo hogar a minutos de Parque Bicentario.

Este depa cuenta con 145 m2 con una excelente distribución ya que podrás disfrutar de una amplia estancia con buena iluminación, cocina, 3 recámaras, 2 baños completos y 2 cajones de estacionamiento. Además este departamento cuenta con un agradable balcón de 2 m2, bodega, roofgarden y zona de asadores

En esta zona se localizan mercados, escuelas de nivel básico, centros recreativos y deportivos, por lo que es una gran opción para el desarrollo familiar. EasyBroker ID: EB-QE3594",3.0,2.0,145.0
Azcapotzalco,Departamento en Venta en Petrolera,1950000.0,"Petrolera, Azcapotzalco, Ciudad de México","departamento en Azcapotzalco, dos recamaras, alcoba, estancia, cocina un baño, un lugar de estacionamiento, vigilancia, muy bien conservados ,buenos acabados, edificio en tres pisos se encuentra en primer nivel
Los precios NO incluyen menaje, ni gastos notariales, ni cuotas, ni costo de avalúo de Créditos hipotecarios. EasyBroker ID: EB-IT2076",2.0,1.0,60.0
Azcapotzalco,Departamento en Venta en San Antonio,3984000.0,"San Antonio, Azcapotzalco, Ciudad de México","Departamento nuevo en Venta, colonia San Antonio, a unos pasos del Hospital de Pemex, a dos calles de Avenida Tezozomoc y de Avenida San Isidro.

Ubicado en planta baja, únicamente 5 departamentos. 
Entrega en Julio 2024.

Consta de: Sala, comedor, cocina abierta. Dos recámaras con closet, dos baños completos, un estudio (ó tercer recámara), closet para espacio de lavado, dos lugares de estacionamiento en fila con otro vehículo.

Este departamento tiene habitables 75.48m2,  un patio de uso privativo de 19.94  además de un area de roof garden privado de 18.53.

Enganche 20%, aceptamos todos los créditos, le ayudamos sin costo adicional a tramitarlo.

Gracias por visitar nuestro anuncio.",2.0,2.0,114.0
Azcapotzalco,Casa en Venta en San Juan Tlihuaca,4900000.0,"San Juan Tlihuaca, Azcapotzalco, Ciudad de México","Casa en Venta ubicada en Col. San Juan Tlilhuaca, Azcapotzalco, CDMX. 

Dos esquinas, 34m de frente

Amplia casa, ubicada Col. San Juan Tlilhuaca Azcapotzalco, cuenta con un bonito jardín con arboles frutales, bodega de 50m2 útil con posibilidad de acceso independiente, casa con posibilidad de crecimiento, ideal para disfrutar de una espacio amplio en la Ciudad de México.

* Terreno de 345 M² (34.5M² de frente X 10M² de fondo).
* Construcción 145 M² aprox.  
* Uso de Suelo Habitacional
* 3 Frentes (dos en esquina y uno sobre la calle) 
* 1 Recamara 
* 1½ Baños. 
* Estacionamiento para 3 autos.  
* Jardín amplio con árboles frutales.

¡¡¡¡ PRECIO $4,900,000 !!!

 Ubicación 

Hermosa y amplia casa, con excelente ubicación en esquina sobre la calle Federico Gamboa, a una cuadra de Av. Manuel 
Salazar, tres cuadras de Calz. San Isidro, 3 min de Av. Aquiles Serdán, 5 min del Metro
Aquiles Serdán y Metro Rosario, 3 min del Parque Tezozómoc. Escuelas cercanas como: Colegio
de Bachilleres, jardín de Niños etc. Plazas comerciales; Town Center Rosario, pabellón 
Azcapotzalco.
Col. San Juan Tlihuaca, Azcapotzalco, Ciudad de México.",1.0,1.0,145.0
Azcapotzalco,Departamento en Venta en Miguel Hidalgo,1799000.0,"Miguel Hidalgo, Azcapotzalco, Ciudad de México","Hermoso departamento ubicadsimo 
recámaras y acabados elegantes ideal para tu próximo hogar",3.0,1.0,70.0
Azcapotzalco,Departamento en Venta en Azcapotzalco Centro,2050000.0,"Azcapotzalco Centro, Azcapotzalco, Ciudad de México","Departamento en venta en Azcapotzalco, en 4to piso sin elevador de 48.86 mt2 distribuidos en sala/cocina/comedor, cuarto de lavado, 2 recámaras y 1 baño completo, tiene asignado 1 puesto de que se estorba con vecino, le corresponde el cajón del medio, tiene como amenidades seguridad 24/7 con cámaras de vigilancia en todas las áreas comunes, gym, ludoteca, parque infantil, salón uso múltiples,

entre otros.

Los Costos de Escrituración, impuestos y los asociados a créditos no están incluidos
Las medidas son orientativas y pueden variar ligeramente.
Fotos referenciales. Precios sujetos a cambio sin previo aviso y de acuerdo a disponibilidad",2.0,1.0,48.0
Azcapotzalco,Departamento en Venta en Azcapotzalco Centro,2092000.0,"Azcapotzalco Centro, Azcapotzalco, Ciudad de México","Departamento en condominio en venta de 64 m2 de construcción, con vista interior, desarrollada en una planta, 1 lugar de estacionamiento servidumbre techado. Consta de 2 recamaras, 2 baños, sala comedor, cocina y patio de servicio. Cuenta con instalación para gas por Estacionario. Equipada con cocina integral, estufa, campana sin garantía. Tiene piso cerámico en toda el área habitable.

-Elevador.
Cercano a Pasaje Ferrería, Pasaje Comercial Azcapotzalco, Destino Azcapotzalco Parque Bicentenario, Parque Revolución, Parque Siglo XXI, Soriana Híper, Pabellón Azcapotzalco, Walmart Azcapotzalco, Sam's Club El Rosario, y accesible a transporte público de Camión, Microbús, Metro.
-Los precios están sujetos a cambios sin previo aviso.",2.0,2.0,64.0
Azcapotzalco,Departamento en Venta en Petrolera,2834918.0,"Petrolera, Azcapotzalco, Ciudad de México","Ubicación en la Col. Ampliación Petrolera, Azcapotzalco, zona de gran plusvalía, acceso directo a Av. Aquiles Serdán, cerca de la estación del metro Camarones y del Parque Bicentenario, Hospital de Pemex Azcapotzalco, centros comerciales y zona de restaurantes. Múltiples unidades disponibles.

El departamento cuenta con:
- 70.5 metros cuadrados
- 2 ó 3 habitaciones
- 2 baños completos
- 1 cajón de estacionamiento
- Cocina Integral
- Sala-Comedor
- Cuarto de lavado

Amenidades:
- Vigilancia 24/7
- Gimnasio
- Ludoteca
- Roof Garden Comunal
- Asadores",3.0,2.0,70.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2359000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-KZ1941",2.0,2.0,60.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2369000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-KZ1906",2.0,2.0,60.0
Azcapotzalco,Departamento en Venta en Del Gas,3000000.0,"Del Gas, Azcapotzalco, Ciudad de México","TE APOYAMOS A TRAMITAR TU CRÉDITO HIPOTECARIO CON CUALQUIER BANCO. Hermoso departamento en condominio Puerta Jardín con excelente ubicación a un costado de Sam´s Club La Raza, a 10 minutos de centro comercial Portal Vallejo - Hospital La Raza, Metro La Raza, Calz Vallejo y plaza Forum Buenavista y a 15 minutos de Parque Bicentenario.",2.0,2.0,63.0
Azcapotzalco,Departamento en Venta en Puente de Vigas,3831587.0,"Puente de Vigas, Tlalnepantla de Baz, Estado de México","Descubre el lujo y la comodidad de la vida en nuestros departamentos inteligentes en Tlanepantla, a solo 1 km de la Ciudad de México! Departamentos de tres recámaras que te ofrecen un mar de tranquilidad a tan solo 15 minutos de Pabellón Azcapotzalco.

La recamara principal cuenta con baño completo,  en total, dispones de dos baños para tu comodidad. La tecnología de domótica controla la iluminación y el acceso al departamento, brindándote una experiencia de vida moderna y segura.

La cocina integral y el cuarto de lavado simplifican tus tareas diarias, cuenta con dos lugares de estacionamiento. Además, nuestra casa club te ofrece un mundo de entretenimiento con alberca, gimnasio, juegos infantiles, áreas de asadores pista de jogging, áreas verdes etc para relajarte al máximo.

La seguridad es una prioridad con vigilancia las 24 horas y un parque canino para tus amigos de cuatro patas. No te pierdas la oportunidad de vivir en un lugar que combina la conveniencia urbana con la calidad de vida que mereces. ¡Contáctanos hoy para conocer más sobre esta exclusiva oferta! Con gusto te atendemos en el teléfono 55 2495 - ---- y 55 4449 - ----, para agendar cita, que los conozcas y te enamores.

Gastos de escrituración, crediticios, avalúos, etc son independendientes y se calculan de manera personal.

PRECIOS PARA NOVIEMBRE 2023

En cumplimiento al Artículo 66 de la Ley Federal de Protección al Consumidor Federal, se le informa que, en caso de contratar un crédito por medio de una institución financiera para la adquisición de esta propiedad, la misma deberá informarle el número y monto de pagos individuales, los intereses, comisiones y cargos correspondientes, incluidos los fijados por pagos anticipados o por cancelación; proporcionándole debidamente desglosados los conceptos correspondientes
(Hay que considerar los gastos notariales aproximadamente entre un 7% y 10% sobre el valor de la venta NO INCLUIDOS EN EL  PRECIO  MOSTRADO EN EL ANUNCIO)
El precio de cierre en la Compraventa, ya sea con recursos propios o Crédito Hipotecario, de cualquier institución tanto Publica, como privada, será determinado por LAS PARTES(COMPRADOR Y VENDEDOR). EasyBroker ID: EB-OL8507",3.0,2.0,99.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2443000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-KZ2464",2.0,2.0,62.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2291000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-KZ2740",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2266000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-LA5727",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2286000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-LA5658",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2276000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-LA5694",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en San Miguel Amantla,2251000.0,"San Miguel Amantla, Azcapotzalco, Ciudad de México","Departamentos en venta en exclusivo Desarrollo
Acabados
Pasta texturizada en estancia-comedor, recámaras, loseta en cocina y baños.
Cocina completa, muebles de baño, closets y calentador.
Laminado en estancia-comedor.

Entrega inmediata

Ubicado a unos pasos de Parque
Bicentenario y cerca de Polanco

168 departamentos
con superficies
de 54 a 68 m2
2 recámaras
1 a 2 baños
Estancia
Comedor
Cocina completa
Área de lavado
Cajón de estacionamiento
Balcón (algunos)

Amenidades para
toda la familia
Salón de Usos Múltiples
Roof Garden Común
Gimnasio
Ludoteca
8 elevadores (1 por torre)
Lobby y vigilancia las 24 hrs. EasyBroker ID: EB-KZ2477",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en Un Hogar Para Cada Trabajador,4850000.0,"Un Hogar Para Cada Trabajador, Azcapotzalco, Ciudad de México","Entrega de departamento nuevo en la estratégica alcaldía Azcapotzalco por su cercanía con el centro de la CDMX y zonas como Polanco.

Cuenta con 3 recámaras, una con vestidor, 2 baños completos, sala-comedor, cocina integral, área de lavado, balcón, bodega, 1 cajón de estacionamiento y roof garden.

La colonia y la calle super tranquila al estar en la colonia Un Hogar para cada Trabajador y cerca de canchas de fútbol y basquetbol.

Cerca de avenidas principales como Camarones y Granjas, y todos los servicios cercanos para cada necesidad.
No pierdas la oportunidad de agendar tu cita.
PREVENTA ENTREGA APOXIMADA DE 1 A 2 MESES. EasyBroker ID: EB-PE3193",3.0,2.0,116.0
Azcapotzalco,Casa en Venta en Aldana,6300000.0,"Aldana, Azcapotzalco, Ciudad de México","Casa en Venta, 

Esquina con uso de suelo Mixto

Cuenta con capacidad de estacionamiento para 6 autos 

Excelente ubicación en Colonia Aldana, Azcapotzalco Ciudad de México, cerca de Av. Cuitláhuac, Calz. Vallejo, Circuito interior, Hospital La Raza, Sams, Walmart, escuelas, parques, etc. 

Libre de gravámenes, pagos al corriente, documentos en regla, se aceptan créditos.

Comunícate para mayor información, citas o venta.",3.0,3.0,226.0
Azcapotzalco,Departamento en Venta en Coltongo,2694901.0,"Coltongo, Azcapotzalco, Ciudad de México","RAH244692REF
Estancia con balcón, comedor, cocina integral con cubierta de granito y barra desayunadora, 1 recámara principal con closet, balcón y baño completo, 1 recámara secundaria con closet, 1 baño completo que sirve a la recámara secundaria y área social, 1 cuarto de lavado. Estacionamiento para 1 vehículo, Acceso vehicular con puertas automáticas. Precio sujeto a cambio sin previo aviso.",2.0,2.0,58.0
Azcapotzalco,Departamento en Venta en San Pedro Xalpa,3000000.0,"San Pedro Xalpa, Azcapotzalco, Ciudad de México","BONITO DEPARTAMENTO EN VENTA EN AZCAPOTZALCO, SE ENCUENTRA EN 4 PISO, CUANTE CON SALA/COMEDOR CON UN AMPLIO VENTANAL, COCINA ABIERTA, AREA DE LAVADO, RECAMARA PRINCIPAL CON DOBLE CLOSET, Y BAÑO, 2 RECAMARA CON CLOSET, 1 BAÑO MAS COMPLETO,, ÁREA DE T.V., CALENTADOR DE PASO, GAS NATURAL, 2 ESTACIONAMIENTOS TECHADOS, BODEGA, ELEVADOR, VIGILANCIA LAS 24 HORAS, CIRCUITO CERRADO, ROOF GARDEN CON BAÑOS,. EasyBroker ID: EB-OC2058",2.0,2.0,87.0
